train_loss,val_loss
0.8719394311351395,0.6401169636975164
0.5440041568756622,0.4366833852685016
0.4145832261962056,0.36413486185281174
0.3740195184723262,0.31669773796330325
0.3037238288334049,0.2679916488087696
0.27285215873926966,0.2502939987441768
0.2613641212366352,0.27909144661996677
0.24906687151483176,0.2301682043334712
0.23666746294399602,0.22339528209489326
0.23288604300137494,0.22133512581172196
0.2303781990684438,0.2401879537364711
0.21801746446541573,0.22352721185787863
0.20794288151749,0.2029341097759164
0.21082199243272925,0.21525860409373823
0.2020632265110581,0.20056436424670013
0.19075905673121796,0.20012954110684603
0.19790898544788035,0.2039616601622623
0.18810563953055365,0.19922718146572943
0.18728644996820723,0.19923751419005187
0.18562500793940026,0.18925665254178253
0.18560714818779275,0.20021441319714423
0.18251794352226158,0.18960701240145642
0.18140114453543102,0.20128818290389103
0.17396516888519498,0.19006202454152316
0.1722080203316791,0.18851686418056487
0.16741640239536754,0.19838879561942557
0.16910032762308977,0.18350066957266434
0.16682548308333608,0.18836023975973543
0.17067687005003104,0.18271101143049157
0.16111828950868606,0.19304059957680494
0.16178961842543277,0.19376769182474718
0.16192229646889109,0.19023374448651853
0.16516418329509555,0.1794891682655915
0.15584372812004796,0.18947276550790537
0.15710152976292865,0.18331152563509734
0.15836130186107247,0.18079308543516243
0.14871386196669376,0.1794461903364762
0.15336138846531694,0.2012026591145474
0.15510328455926997,0.1776018756887187
0.15320015983346916,0.17866319016270016
0.15349314731554733,0.17248384252838467
0.14688519098495553,0.1899044544800468
0.15153436240609353,0.172556745617286
0.14357823921668558,0.18304793037798095
0.1491611370095517,0.16886307888704796
0.14486865259568232,0.16959509292374486
0.14572701251456574,0.1758480040923409
0.1433963311586235,0.1732368588447571
0.14518390658397753,0.1680187858965086
0.1458744381139083,0.17108077828003013
0.14260816509282603,0.1706132860287376
0.1420829314016949,0.15811881202718486
0.1414228691917586,0.16701248910116112
0.13832713651020306,0.1659924416438393
0.14224160835805172,0.16551221978405248
0.14001290461073043,0.16535532915073892
0.1375821619087609,0.16562115524126136
0.13837732862596588,0.16488176338050675
0.1343028213794876,0.19332107564677362
0.1386063527642457,0.18338837183040121
0.14058201009729432,0.16507048749405404
0.13202393916584282,0.17708560720733973
0.13503037275009963,0.16321629415387692
0.13334759956625017,0.18462638420903166
0.13965521593229657,0.1591366924021555
0.13700141128118684,0.15401919309211815
0.1341175682497394,0.1615131711182387
0.13202208878371935,0.1616906868374866
0.13513678836789292,0.16238322206165479
0.13956109141082532,0.1803165093712185
0.13324536580632396,0.15862949075906174
0.13038145551761565,0.16565330054448998
0.1335854817258286,0.16418263167142869
0.13737035828212268,0.17511651101319686
0.1283343958618914,0.15667733381623808
0.1308247878473058,0.15823977019475854
0.12971139966882536,0.15921783991481947
0.13261051701635743,0.1571035129868466
0.1340968711282696,0.16216475225013235
0.12712146163663252,0.1522221291842668
0.1305181061930269,0.16163098850975866
0.12698225970297092,0.15393946637278016
0.12469018980672344,0.16449211576710576
0.12923571746606485,0.1588711829289146
0.1229551949424233,0.16243383858514868
0.12816000822665688,0.1566220117651898
0.12654957845776693,0.1587233048418294
0.1292039303857703,0.1568841094556062
0.1243440502178771,0.16233717293842978
0.12414196363095925,0.15389640778303146
0.12101351182547798,0.1609297003435052
0.12469898289950852,0.15707442164421082
0.1231557294165325,0.154570607063563
0.12454134769169585,0.15870968207069067
