,train_r2,train_mae,train_rmse,train_max_error,val_r2,val_mae,val_rmse,val_max_error,test_r2,test_mae,test_rmse,test_max_error
Solubility,0.8916346728801727,0.5629908442497253,0.7679017782211304,4.9028825759887695,0.8426567167043686,0.6365531086921692,0.9115450978279114,5.842016220092773,0.8241642713546753,0.6643539667129517,0.9618391990661621,8.257428169250488
