,train_r2,train_mae,train_rmse,train_max_error,val_r2,val_mae,val_rmse,val_max_error,test_r2,test_mae,test_rmse,test_max_error
Solubility,0.9067768231034279,0.5126112699508667,0.711479663848877,4.903163909912109,0.8304430842399597,0.6385313868522644,0.9338655471801758,8.11317253112793,0.8513181358575821,0.6455373764038086,0.904508650302887,4.533876419067383
