train_loss,val_loss
29.872076012777246,0.9881882211436396
1.037941374986068,0.9566304528194925
1.0203685433968255,0.9480896099754001
1.0095588715180106,0.9417045696921971
0.9930189630259638,0.9309246602265732
0.9863240915796031,0.928115613564201
0.9656871712726095,0.8732928835827372
0.9540609245714934,0.8719743811565897
0.936627415470455,0.8605533330336861
0.903472055559573,0.7964162017988122
0.9080401109612506,0.8622125832930855
0.893648476186006,0.7901497218919837
0.8828549291776574,0.8221772173176641
0.8633214898731397,0.7708642814470374
0.8432824964108674,0.7885929667431375
0.8669011820917544,0.7629885310712068
0.8422328575797703,0.7434346489284349
0.8196798309035923,0.7370696036711983
0.7911799306454865,0.639571866263514
0.7066130492998206,0.5850132138832755
0.6485833095467609,0.5904083490371704
0.6092938303947448,0.5205110684685085
0.5754934849946395,0.5623459924822268
0.5554241994152899,0.44626085084417594
0.5624547719955444,0.42615069513735565
0.5157592037449712,0.4269830807395603
0.5013613384702932,0.3943900025409201
0.49287073145742,0.4168811176134192
0.4830113286557405,0.38456267273944356
0.47132598058037134,0.3953463808349941
0.4585861936859463,0.374246563082156
0.4729199811168339,0.37372268023698224
0.4537557498268459,0.38043448614037556
0.4547423813654029,0.37285965214604916
0.45030015992081684,0.38097224546515424
0.43320594663205353,0.3707687512688015
0.44568016840064006,0.34983227356620455
0.42077935363935387,0.32084201056024303
0.41275040118590645,0.4174682482429173
0.42928169913913894,0.3100500454073367
0.4163984635601873,0.3199773912844451
0.4090497527433478,0.34273925397707067
0.41077033177666045,0.3319585250771564
0.401557793824569,0.3039440279421599
0.4339738120203433,0.3046739381292592
0.4031617856543997,0.2963927440021349
0.38666413892870366,0.3014913240204687
0.38894025761148204,0.3202122864515885
0.3893310831940692,0.32213461813719374
0.39411104295564736,0.3008961988532025
0.39674273055532705,0.2925933485445769
0.3793294826279516,0.29447254227555314
0.38508652370908986,0.28227252053177876
0.38640545762103534,0.31243400288664774
0.37116050823875096,0.2946472668129465
0.3724883727405382,0.29266792483951737
0.3764599315498186,0.3018330682878909
0.3657228415427001,0.28270575715147933
0.35783630505852076,0.26872193554173346
0.35561913303706955,0.28879869010137477
0.36510836767113725,0.27853154928787893
0.363380257461382,0.2830599434997724
0.35576423588006395,0.26073858478794926
0.3553216763164686,0.26206009543460346
0.36401984458384307,0.2869882731334023
0.35925495805947677,0.26428980645926103
0.3550350507964259,0.31611868739128113
0.37605945597524226,0.2785686443681302
0.36596566956976184,0.26336458040320354
0.35038855516392253,0.2586631723072218
0.346602319634479,0.2776342894719995
0.34488146978875867,0.29110472876092663
0.34257072417632395,0.2518296682316324
0.3426234507042429,0.24548660775889522
0.3367318746836289,0.25659515183904896
0.33183569338010704,0.274131016627602
0.32886343494705533,0.25956073636594024
