,train_r2,train_mae,train_rmse,train_max_error,val_r2,val_mae,val_rmse,val_max_error,test_r2,test_mae,test_rmse,test_max_error
Solubility,0.9062694013118744,0.5105694532394409,0.7141692638397217,5.905689239501953,0.8388209640979767,0.6267579197883606,0.922589123249054,5.703323841094971,0.8295679241418839,0.641120195388794,0.9469445943832397,8.519454956054688
